,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Participant,Domain,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
434,,,,,,,,,,,,,,,,,,,,,582,Hiring,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
435,,,,,,,,,,,,,,,,,,,,,228,Hiring,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
436,,,,,,,,,,,,,,,,,,,,,408,Hiring,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
437,,,,,,,,,,,,,,,,,,,,,97,Hiring,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
438,,,,,,,,,,,,,,,,,,,,,398,Hiring,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral
439,,,,,,,,,,,,,,,,,,,,,476,Hiring,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree
440,,,,,,,,,,,,,,,,,,,,,75,Hiring,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree
441,,,,,,,,,,,,,,,,,,,,,184,Hiring,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree
442,,,,,,,,,,,,,,,,,,,,,162,Hiring,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
443,,,,,,,,,,,,,,,,,,,,,456,Hiring,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
444,,,,,,,,,,,,,,,,,,,,,147,Hiring,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree
445,,,,,,,,,,,,,,,,,,,,,250,Hiring,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
446,,,,,,,,,,,,,,,,,,,,,197,Hiring,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
447,,,,,,,,,,,,,,,,,,,,,592,Hiring,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
448,,,,,,,,,,,,,,,,,,,,,323,Hiring,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
449,,,,,,,,,,,,,,,,,,,,,106,Hiring,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree
450,,,,,,,,,,,,,,,,,,,,,508,Hiring,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
451,,,,,,,,,,,,,,,,,,,,,74,Hiring,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
452,,,,,,,,,,,,,,,,,,,,,500,Hiring,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
453,,,,,,,,,,,,,,,,,,,,,546,Hiring,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral
454,,,,,,,,,,,,,,,,,,,,,48,Hiring,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
455,,,,,,,,,,,,,,,,,,,,,459,Hiring,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
456,,,,,,,,,,,,,,,,,,,,,617,Hiring,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
457,,,,,,,,,,,,,,,,,,,,,206,Hiring,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree
458,,,,,,,,,,,,,,,,,,,,,536,Hiring,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
459,,,,,,,,,,,,,,,,,,,,,576,Hiring,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
460,,,,,,,,,,,,,,,,,,,,,561,Hiring,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree
461,,,,,,,,,,,,,,,,,,,,,84,Hiring,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
462,,,,,,,,,,,,,,,,,,,,,468,Hiring,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
463,,,,,,,,,,,,,,,,,,,,,491,Hiring,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree
464,,,,,,,,,,,,,,,,,,,,,401,Hiring,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
465,,,,,,,,,,,,,,,,,,,,,484,Hiring,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree
466,,,,,,,,,,,,,,,,,,,,,613,Hiring,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
467,,,,,,,,,,,,,,,,,,,,,514,Hiring,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree
468,,,,,,,,,,,,,,,,,,,,,100,Hiring,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Agree
469,,,,,,,,,,,,,,,,,,,,,425,Hiring,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree
470,,,,,,,,,,,,,,,,,,,,,509,Hiring,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree
471,,,,,,,,,,,,,,,,,,,,,450,Hiring,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
472,,,,,,,,,,,,,,,,,,,,,559,Hiring,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
473,,,,,,,,,,,,,,,,,,,,,556,Hiring,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
474,,,,,,,,,,,,,,,,,,,,,601,Hiring,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
475,,,,,,,,,,,,,,,,,,,,,344,Hiring,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
476,,,,,,,,,,,,,,,,,,,,,243,Hiring,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
477,,,,,,,,,,,,,,,,,,,,,37,Hiring,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
478,,,,,,,,,,,,,,,,,,,,,263,Hiring,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree
479,,,,,,,,,,,,,,,,,,,,,574,Hiring,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
480,,,,,,,,,,,,,,,,,,,,,466,Medical,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
481,,,,,,,,,,,,,,,,,,,,,599,Medical,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
482,,,,,,,,,,,,,,,,,,,,,220,Medical,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree
483,,,,,,,,,,,,,,,,,,,,,259,Medical,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Disagree
484,,,,,,,,,,,,,,,,,,,,,117,Medical,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree
485,,,,,,,,,,,,,,,,,,,,,518,Medical,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree
486,,,,,,,,,,,,,,,,,,,,,3,Medical,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree
487,,,,,,,,,,,,,,,,,,,,,69,Medical,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
488,,,,,,,,,,,,,,,,,,,,,137,Medical,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Neutral
489,,,,,,,,,,,,,,,,,,,,,127,Medical,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Agree
490,,,,,,,,,,,,,,,,,,,,,467,Medical,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree
491,,,,,,,,,,,,,,,,,,,,,589,Medical,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree
492,,,,,,,,,,,,,,,,,,,,,68,Medical,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree
493,,,,,,,,,,,,,,,,,,,,,297,Medical,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
494,,,,,,,,,,,,,,,,,,,,,403,Medical,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
495,,,,,,,,,,,,,,,,,,,,,433,Medical,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
496,,,,,,,,,,,,,,,,,,,,,229,Medical,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree
497,,,,,,,,,,,,,,,,,,,,,384,Medical,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree
498,,,,,,,,,,,,,,,,,,,,,632,Medical,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Disagree
499,,,,,,,,,,,,,,,,,,,,,457,Medical,Agree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Neutral
500,,,,,,,,,,,,,,,,,,,,,199,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree
501,,,,,,,,,,,,,,,,,,,,,105,Medical,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Neutral
502,,,,,,,,,,,,,,,,,,,,,458,Medical,Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
503,,,,,,,,,,,,,,,,,,,,,276,Medical,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
504,,,,,,,,,,,,,,,,,,,,,333,Medical,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree
505,,,,,,,,,,,,,,,,,,,,,626,Medical,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
506,,,,,,,,,,,,,,,,,,,,,18,Medical,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree
507,,,,,,,,,,,,,,,,,,,,,532,Medical,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
508,,,,,,,,,,,,,,,,,,,,,317,Medical,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree
509,,,,,,,,,,,,,,,,,,,,,501,Medical,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree
510,,,,,,,,,,,,,,,,,,,,,64,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
511,,,,,,,,,,,,,,,,,,,,,149,Medical,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree
512,,,,,,,,,,,,,,,,,,,,,198,Medical,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree
513,,,,,,,,,,,,,,,,,,,,,542,Medical,Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree
514,,,,,,,,,,,,,,,,,,,,,232,Medical,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral
515,,,,,,,,,,,,,,,,,,,,,525,Medical,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree
516,,,,,,,,,,,,,,,,,,,,,271,Medical,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree
517,,,,,,,,,,,,,,,,,,,,,390,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Agree
518,,,,,,,,,,,,,,,,,,,,,273,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
519,,,,,,,,,,,,,,,,,,,,,474,Medical,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree
520,,,,,,,,,,,,,,,,,,,,,153,Medical,Agree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Agree,Disagree,Agree,Neutral
521,,,,,,,,,,,,,,,,,,,,,547,Medical,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
522,,,,,,,,,,,,,,,,,,,,,318,Medical,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree
523,,,,,,,,,,,,,,,,,,,,,603,Medical,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Disagree,Agree,Strongly Agree
524,,,,,,,,,,,,,,,,,,,,,310,Medical,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
525,,,,,,,,,,,,,,,,,,,,,209,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree
526,,,,,,,,,,,,,,,,,,,,,185,Medical,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Agree
527,,,,,,,,,,,,,,,,,,,,,453,Medical,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Disagree,Disagree
528,,,,,,,,,,,,,,,,,,,,,520,Medical,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Agree
529,,,,,,,,,,,,,,,,,,,,,515,Medical,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral
530,,,,,,,,,,,,,,,,,,,,,59,Medical,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree
531,,,,,,,,,,,,,,,,,,,,,578,Medical,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree
532,,,,,,,,,,,,,,,,,,,,,35,Medical,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree
533,,,,,,,,,,,,,,,,,,,,,567,Medical,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
534,,,,,,,,,,,,,,,,,,,,,238,Medical,Agree,Disagree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree
535,,,,,,,,,,,,,,,,,,,,,140,Medical,Neutral,Strongly Disagree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral
536,,,,,,,,,,,,,,,,,,,,,166,Medical,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral
